date,ID,Green,Wet,Road_Dens,Risk,Green_Norm,Wet_Norm,Road_Dens_Norm,Risk_Norm,fix,states,binom
2009-04-25T04:20:00Z,AG063_2009,-2.764461994,-45.25347137,0,0.039771684,0.59675815,-0.573415202,-0.04722861,0.026243223,1,2,1
2009-04-25T04:40:00Z,AG063_2009,-5.164120197,-52.47312546,0,0.089019716,0.475512324,-0.824216346,-0.04722861,0.534131074,2,2,1
2009-04-25T05:00:00Z,AG063_2009,-6.085661411,-53.81809235,0,0.080825858,0.428950266,-0.8709387,-0.04722861,0.449628999,3,2,1
2009-04-25T05:20:00Z,AG063_2009,-6.462926865,-52.81921005,0,0.077140145,0.409888442,-0.836238863,-0.04722861,0.411618774,4,2,1
2009-04-25T10:20:00Z,AG063_2009,-16.20624733,-24.96217728,0,0.459917873,-0.08240539,0.131477262,-0.04722861,4.359150254,5,2,1
2009-04-25T11:20:00Z,AG063_2009,-18.28596306,-74.26686096,0,0.563445091,-0.18748571,-1.581301619,-0.04722861,5.426811517,6,2,1
2009-04-25T12:20:00Z,AG063_2009,-17.81017494,-75.13085938,0,0.60130167,-0.163445901,-1.61131577,-0.04722861,5.8172209519999996,7,2,1
2009-04-25T12:40:00Z,AG063_2009,-15.46151161,-67.574646,0,0.554364026,-0.044776658,-1.348823006,-0.04722861,5.333159797,8,2,1
2009-04-25T13:00:00Z,AG063_2009,-15.39631653,-70.68218994,0,0.645541728,-0.041482592,-1.456774934,-0.04722861,6.273462282,9,2,1
2009-04-25T13:20:00Z,AG063_2009,-13.15023041,-70.19515228,0,0.58508867,0.072003806,-1.439855896,-0.04722861,5.650018624,10,2,1
2009-04-25T15:40:00Z,AG063_2009,-11.85063744,-64.94947815,0,0.573803663,0.137667417,-1.25762818,-0.04722861,5.533637975,11,2,1
2009-04-25T16:00:00Z,AG063_2009,-9.769307137,-60.71219254,0,0.435111821,0.242829315,-1.110430536,-0.04722861,4.103329015,12,2,1
2009-04-25T18:00:00Z,AG063_2009,-11.61183071,-59.85559845,0,0.428139836,0.149733435,-1.080673601,-0.04722861,4.031427938,13,2,1
2009-04-25T19:00:00Z,AG063_2009,-7.61186409,-55.03924179,0,0.657283247,0.351836907,-0.913359801,-0.04722861,6.394550873,14,2,1
2009-04-25T19:20:00Z,AG063_2009,-10.55476856,-66.21009827,0,0.511606634,0.203142863,-1.30142044,-0.04722861,4.892208984,15,2,1
2009-04-25T20:00:00Z,AG063_2009,-14.90355396,-74.35605621,0,0.609667361,-0.016585128,-1.584400143,-0.04722861,5.903495113,16,2,1
2009-04-25T20:20:00Z,AG063_2009,-15.76074314,-75.83076477,0,0.617888331,-0.059895717,-1.635629549,-0.04722861,5.988276797,17,2,1
2009-04-25T20:40:00Z,AG063_2009,-17.40413284,-77.68054199,0,0.732007623,-0.142930101,-1.69988834,-0.04722861,7.165172583,18,2,1
2009-04-25T21:00:00Z,AG063_2009,-15.01788902,-75.70480347,0,0.679777563,-0.022362054,-1.631253822,-0.04722861,6.626531509,19,2,1
2009-04-25T21:20:00Z,AG063_2009,-14.32851028,-74.3306427,0,0.491875529,0.012469696,-1.583517311,-0.04722861,4.688724951,20,2,1
2009-04-25T21:40:00Z,AG063_2009,-10.26164818,-69.40519714,0,0.490447074,0.217953149,-1.412413909,-0.04722861,4.6739935,21,2,1
2009-04-25T23:00:00Z,AG063_2009,-16.12112045,-72.59259796,0,0.601447105,-0.078104245,-1.523139958,-0.04722861,5.818720806,22,2,1
2009-04-26T02:40:00Z,AG063_2009,-10.42938709,-70.61949158,0,0.489527375,0.209477924,-1.454596876,-0.04722861,4.66450877,23,2,1
2009-04-26T03:00:00Z,AG063_2009,-10.27282906,-69.16073608,0,0.469899207,0.21738822,-1.403921658,-0.04722861,4.4620863140000004,24,2,1
2009-04-26T03:20:00Z,AG063_2009,-7.66608572,-63.72829437,0,0.36325711,0.349097289,-1.215205886,-0.04722861,3.362301752,25,2,1
2009-04-26T03:40:00Z,AG063_2009,-13.19754791,-67.08242798,0,0.633597672,0.069613028,-1.33172401,-0.04722861,6.15028496,26,2,1
2009-04-26T04:00:00Z,AG063_2009,-8.620079994,-58.90590668,0,0.522161722,0.300895498,-1.047682577,-0.04722861,5.001062089,27,2,1
2009-04-26T04:20:00Z,AG063_2009,-4.592241287,-48.52836609,0,0.388848096,0.504407244,-0.687180672,-0.04722861,3.626217899,28,2,1
2009-04-26T04:40:00Z,AG063_2009,-4.592241287,-48.52836609,0,0.388848096,0.504407244,-0.687180672,-0.04722861,3.626217899,29,2,1
2009-04-26T05:00:00Z,AG063_2009,-6.844063282,-57.5446167,0,0.452171206,0.390631033,-1.00039318,-0.04722861,4.279259999,30,2,1
2009-04-26T05:20:00Z,AG063_2009,-8.645699501,-59.88162613,0,0.168336347,0.29960104,-1.081577768,-0.04722861,1.352112044,31,2,1
2009-04-26T05:40:00Z,AG063_2009,-5.950536251,-55.87001038,0,0.134378582,0.435777639,-0.942219593,-0.04722861,1.001910519,32,2,1
2009-04-26T06:00:00Z,AG063_2009,-8.038636208,-58.41744614,0,0.411157131,0.330273696,-1.03071411,-0.04722861,3.856287758,33,2,1
2009-04-26T06:20:00Z,AG063_2009,-5.126749039,-51.17613602,0,0.293593377,0.47740055,-0.779160664,-0.04722861,2.643869723,34,2,1
2009-04-26T06:40:00Z,AG063_2009,-5.14771843,-50.3482399,0,0.099704936,0.476341045,-0.750400659,-0.04722861,0.644326209,35,2,1
2009-04-26T16:20:00Z,AG063_2009,-6.917702675,-56.45389938,0,0.105534129,0.386910308,-0.962503117,-0.04722861,0.704441833,36,2,1
2009-04-26T17:00:00Z,AG063_2009,-6.8102121350000004,-57.38879776,0,0.078910232,0.392341406,-0.994980238,-0.04722861,0.429873422,37,2,1
2009-04-26T18:00:00Z,AG063_2009,-7.19406414,-56.02806854,0,0.356217861,0.372946789,-0.947710322,-0.04722861,3.289706994,38,2,1
2009-04-26T18:20:00Z,AG063_2009,-8.174552917,-58.88816452,0,0.532971442,0.323406329,-1.047066238,-0.04722861,5.112541167,39,2,1
2009-04-26T18:40:00Z,AG063_2009,-5.920627117,-49.63848877,0,0.425636709,0.437288837,-0.725744852,-0.04722861,4.005613552,40,2,1
2009-04-27T00:20:00Z,AG063_2009,-10.03816414,-61.26059341,0,0.360067338,0.229244968,-1.12948125,-0.04722861,3.32940609,41,2,1
2009-04-27T00:40:00Z,AG063_2009,-9.400239944,-59.15792847,0,0.597175539,0.261476911,-1.056437477,-0.04722861,5.774668753,42,2,1
2009-04-27T01:00:00Z,AG063_2009,-3.072258711,-40.25196075,0,0.253308892,0.581206324,-0.399669401,-0.04722861,2.228421646,43,2,1
