date,ID,Green,Wet,Road_Dens,Risk,Green_Norm,Wet_Norm,Road_Dens_Norm,Risk_Norm,fix,states,binom
2010-04-27T19:40:00Z,AG068_2010,-27.3372211456299,-78.7792434692383,0,0.12070806324482,-0.1884144982808213,-1.6675737085792868,-0.04722860954710573,0.6222089354253236,2022,2,1
2010-04-27T20:00:00Z,AG068_2010,-25.6062145233154,-76.9685516357422,0,0.449775964021683,-0.10837712036517148,-1.5740015682420687,-0.04722860954710573,3.461258733990593,2023,2,1
2010-04-27T20:20:00Z,AG068_2010,-25.9516754150391,-71.8272018432617,0,0.45300817489624,-0.12435036020696777,-1.3083091431672693,-0.04722860954710573,3.4891447952280092,2024,2,1
2010-04-27T20:40:00Z,AG068_2010,-27.276683807373,-75.7094268798828,0,0.411295473575592,-0.18561540452946607,-1.5089330700151473,-0.04722860954710573,3.129266374991873,2025,2,1
2010-04-27T21:00:00Z,AG068_2010,-27.2140312194824,-77.0672836303711,0,0.420782595872879,-0.18271850697300926,-1.5791037970621713,-0.04722860954710573,3.2111169978678507,2026,2,1
2010-04-27T21:20:00Z,AG068_2010,-27.7346611022949,-79.1447906494141,0,0.467800378799438,-0.20679111891318108,-1.6864642958181113,-0.04722860954710573,3.616765275416344,2027,2,1
2010-04-27T21:40:00Z,AG068_2010,-28.4470596313477,-79.7085800170898,0,0.4139364361763,-0.23973062911569745,-1.7155995560854105,-0.04722860954710573,3.152051412128153,2028,2,1
2010-04-27T23:20:00Z,AG068_2010,-29.4885005950928,-79.3767700195312,0,0.301002025604248,-0.28788423113985007,-1.698452424208807,-0.04722860954710573,2.177704127483442,2029,2,1
2010-04-27T23:40:00Z,AG068_2010,-25.7353553771973,-77.3913269042969,0,0.425644814968109,-0.11434826755389518,-1.5958495635930627,-0.04722860954710573,3.2530660366841695,2030,2,1
2010-04-28T02:00:00Z,AG068_2010,-24.1532363891602,-75.1306915283203,0,0.4396653175354,-0.04119507812025918,-1.4790254377318806,-0.04722860954710573,3.3740286249386906,2031,2,1
2010-04-28T02:20:00Z,AG068_2010,-22.911340713501,-75.4929580688477,0,0.691570281982422,0.016227043923181056,-1.4977464895103367,-0.04722860954710573,5.547351324851187,2032,2,1
2010-04-28T02:40:00Z,AG068_2010,-23.1889533996582,-76.1682662963867,0,0.688908696174622,0.0033909338877190403,-1.5326447726246701,-0.04722860954710573,5.524388359962605,2033,2,1
2010-04-28T04:40:00Z,AG068_2010,-23.3614482879639,-76.4002151489258,0,0.687595248222351,-0.004584794446226477,-1.5446313239413225,-0.04722860954710573,5.513056521957385,2034,2,1
2010-04-28T05:00:00Z,AG068_2010,-23.5479354858398,-76.7021484375,0,0.582960426807404,-0.013207491864256515,-1.5602345003230225,-0.04722860954710573,4.610314358532416,2035,2,1
2010-04-28T05:20:00Z,AG068_2010,-23.2286643981934,-74.3726425170898,0,0.532399654388428,0.0015547975285641617,-1.4398513125996137,-0.04722860954710573,4.174098761652505,2036,2,1
2010-04-28T07:40:00Z,AG068_2010,-27.9682884216309,-67.7915878295898,0,0.493860989809036,-0.2175934565865711,-1.0997584478758247,-0.04722860954710573,3.841604502404506,2037,2,1
2010-04-28T10:20:00Z,AG068_2010,-18.9428596496582,-85.6969833374023,0,0.416804850101471,0.19971959361267497,-2.025065642759155,-0.04722860954710573,3.176798796960381,2038,2,1
2010-04-28T10:40:00Z,AG068_2010,-17.5573883056641,-81.8297271728516,0,0.561837077140808,0.26378029223801613,-1.8252152707327822,-0.04722860954710573,4.428071601112457,2039,2,1
2010-04-28T11:00:00Z,AG068_2010,-18.0766677856445,-79.3753356933594,0,0.441708832979202,0.23977011951697727,-1.698378301728464,-0.04722860954710573,3.3916591567997276,2040,2,1
2010-04-28T12:40:00Z,AG068_2010,-21.7503032684326,-80.2407608032227,0,0.645909368991852,0.06991048543475072,-1.7431013619054818,-0.04722860954710573,5.153409510647659,2041,2,1
2010-04-28T13:00:00Z,AG068_2010,-15.1978330612183,-58.281192779541,0,0.43766725063324,0.3728801722604567,-0.6082844135740787,-0.04722860954710573,3.356790202647409,2042,2,1
2010-04-28T13:20:00Z,AG068_2010,-17.5551624298096,-73.0970077514648,0,0.611859261989594,0.26388321112039564,-1.3739296173116704,-0.04722860954710573,4.859640506750079,2043,2,1
2010-04-28T13:40:00Z,AG068_2010,-16.0003318786621,-71.4569473266602,0,0.331051111221313,0.3357746520962816,-1.2891752922562443,-0.04722860954710573,2.436954118949632,2044,2,1
2010-04-28T14:00:00Z,AG068_2010,-16.2000312805176,-71.0824279785156,0,0.41442933678627,0.32654105570803277,-1.2698210452467318,-0.04722860954710573,3.1563039368324595,2045,2,1
2010-04-28T14:20:00Z,AG068_2010,-20.3947906494141,-75.06982421875,0,0.275056660175323,0.13258596821987917,-1.4758799635392543,-0.04722860954710573,1.9538591875157483,2046,2,1
2010-04-28T14:40:00Z,AG068_2010,-20.3947906494141,-75.06982421875,0,0.275056660175323,0.13258596821987917,-1.4758799635392543,-0.04722860954710573,1.9538591875157483,2047,2,1
2010-04-28T15:00:00Z,AG068_2010,-21.3544445037842,-76.5909652709961,0,0.503140032291412,0.0882139957384968,-1.5544888252905393,-0.04722860954710573,3.9216599062536086,2048,2,1
2010-04-28T17:00:00Z,AG068_2010,-20.713680267334,-76.2837982177734,0,0.265890508890152,0.11784131702455013,-1.5386151807092698,-0.04722860954710573,1.8747777581258014,2049,2,1
2010-04-28T17:20:00Z,AG068_2010,-19.8887310028076,-73.2494430541992,0,0.180093035101891,0.1559848892067602,-1.3818071021911762,-0.04722860954710573,1.1345557550044998,2050,2,1
2010-04-28T17:40:00Z,AG068_2010,-20.3694686889648,-74.648323059082,0,0.245733931660652,0.1337567917695522,-1.454097811029845,-0.04722860954710573,1.700875878337225,2051,2,1
2010-04-28T18:20:00Z,AG068_2010,-20.7788200378418,-75.1971282958984,0,0.261988252401352,0.11482941842043005,-1.4824587279386219,-0.04722860954710573,1.841110844785658,2052,2,1
2010-04-28T18:40:00Z,AG068_2010,-20.3099231719971,-73.5473480224609,0,0.269834578037262,0.1365100262074161,-1.3972021047982819,-0.04722860954710573,1.9088054122701146,2053,2,1
2010-04-28T19:20:00Z,AG068_2010,-17.5235195159912,-68.9191131591797,0,0.396239340305328,0.2653462996025467,-1.158026208530847,-0.04722860954710573,2.9993688309676694,2054,2,1
2010-04-28T19:40:00Z,AG068_2010,-18.444766998291,-72.1508865356445,0,0.518827319145203,0.22275014084488617,-1.3250363790780717,-0.04722860954710573,4.057002759437246,2055,2,1
2010-04-28T20:00:00Z,AG068_2010,-19.3376312255859,-72.0473251342773,0,0.661302864551544,0.1814663521717874,-1.319684578289563,-0.04722860954710573,5.286217664724021,2056,2,1
2010-04-28T20:20:00Z,AG068_2010,-17.09641456604,-66.8299179077148,0,0.433788031339645,0.28509455466305106,-1.0500616904137752,-0.04722860954710573,3.323322043862941,2057,2,1
2010-04-28T20:40:00Z,AG068_2010,-19.7165584564209,-70.3398895263672,0,0.474255263805389,0.1639457132638206,-1.2314484680003563,-0.04722860954710573,3.6724551191617953,2058,2,1
2010-04-28T21:00:00Z,AG068_2010,-19.7165584564209,-70.3398895263672,0,0.474255263805389,0.1639457132638206,-1.2314484680003563,-0.04722860954710573,3.6724551191617953,2059,2,1
2010-04-28T21:20:00Z,AG068_2010,-19.7985515594482,-69.3475189208984,0,0.509965598583221,0.16015455909440543,-1.1801651740440533,-0.04722860954710573,3.9805478213620296,2060,2,1
2010-04-28T21:40:00Z,AG068_2010,-25.5263137817383,-80.0547714233398,0,0.375067740678787,-0.1046827117090125,-1.7334898841080522,-0.04722860954710573,2.816709794601209,2061,2,1
2010-04-28T22:00:00Z,AG068_2010,-21.0547637939453,-71.6445007324219,0,0.427915036678314,0.10207047549900496,-1.2988675950987285,-0.04722860954710573,3.2726524882154187,2062,2,1
2010-04-28T22:20:00Z,AG068_2010,-19.6377735137939,-68.7779083251953,0,0.375902056694031,0.16758853019231315,-1.1507290869017233,-0.04722860954710573,2.823907897817677,2063,2,1
2010-04-28T22:40:00Z,AG068_2010,-19.2279071807861,-72.3012924194336,0,0.307978957891464,0.18653971510804976,-1.3328089885332557,-0.04722860954710573,2.2378979602998963,2064,2,1
2010-04-28T23:40:00Z,AG068_2010,-19.0259780883789,-71.145637512207,0,0.280173510313034,0.1958764067606499,-1.2730875598726925,-0.04722860954710573,1.9980050684067798,2065,2,1
2010-04-29T00:00:00Z,AG068_2010,-18.2606296539307,-69.3788070678711,0,0.289438545703888,0.2312641869663527,-1.1817820692137677,-0.04722860954710573,2.077939625372093,2066,2,1
2010-04-29T00:20:00Z,AG068_2010,-17.4390983581543,-68.9770736694336,0,0.332825660705566,0.26924972089901417,-1.1610214664202154,-0.04722860954710573,2.4522641335208464,2067,2,1
2010-04-29T00:40:00Z,AG068_2010,-15.5266304016113,-65.3524398803711,0,0.49075525999069203,0.3576774129807099,-0.9737092273594595,-0.04722860954710573,3.8148096628156196,2068,2,1
2010-04-29T03:00:00Z,AG068_2010,-21.1006488800049,-71.5625534057617,0,0.200572311878204,0.0999488649134059,-1.294632757006096,-0.04722860954710573,1.3112417412987964,2069,2,1
2010-04-29T03:20:00Z,AG068_2010,-20.1984672546387,-71.9208831787109,0,0.224532663822174,0.14166346656030276,-1.3131503662321042,-0.04722860954710573,1.5179608779860532,2070,2,1
2010-04-29T04:40:00Z,AG068_2010,-23.1947460174561,-76.8828277587891,0,0.292615503072739,0.003123097858766338,-1.5695715672357584,-0.04722860954710573,2.1053489842211133,2071,2,1
2010-04-29T05:00:00Z,AG068_2010,-23.094705581665,-74.4330139160156,0,0.397967904806137,0.007748715151641077,-1.4429711593389296,-0.04722860954710573,3.0142821077906086,2072,2,1
2010-04-29T05:20:00Z,AG068_2010,-20.5412406921387,-70.288932800293,0,0.371207386255264,0.12581448781985669,-1.2288151486054517,-0.04722860954710573,2.783404393428321,2073,2,1
2010-04-29T05:40:00Z,AG068_2010,-19.6641082763672,-64.6960372924805,0,0.455398827791214,0.16637087722829383,-0.9397879416190693,-0.04722860954710573,3.509770272838837,2074,2,1
2010-04-29T06:00:00Z,AG068_2010,-19.812313079834,-65.6401290893555,0,0.392303973436356,0.15951826111979722,-0.9885763044283471,-0.04722860954710573,2.9654162561639317,2075,2,1
2010-04-29T17:20:00Z,AG068_2010,-19.4047470092773,-69.3930511474609,0,0.629921436309814,0.1783630877046467,-1.18251816852658,-0.04722860954710573,5.0154728205200065,2076,2,1
2010-04-29T17:40:00Z,AG068_2010,-20.1567611694336,-73.4745407104492,0,0.31160107254982,0.14359185069235164,-1.3934396003836131,-0.04722860954710573,2.2691479359642166,2077,2,1
2010-04-29T18:00:00Z,AG068_2010,-20.695276260376,-72.9297485351562,0,0.231232896447182,0.11869227186266042,-1.365286068712402,-0.04722860954710573,1.5757674706055753,2078,2,1
2010-04-29T18:20:00Z,AG068_2010,-20.695276260376,-72.9297485351562,0,0.231232896447182,0.11869227186266042,-1.365286068712402,-0.04722860954710573,1.5757674706055753,2079,2,1
2010-04-29T18:40:00Z,AG068_2010,-19.8509578704834,-70.0642700195312,0,0.617611348628998,0.15773142352264144,-1.217205123718222,-0.04722860954710573,4.909266922381556,2080,2,1
