date,ID,Green,Wet,Road_Dens,Risk,Green_Norm,Wet_Norm,Road_Dens_Norm,Risk_Norm,fix,states,binom
2009-04-25T04:20:00Z,AG062_2009,-7.150496483,-49.03330231,0,0.096727274,0.375148101,-0.704721482,-0.04722861,0.613618013,1,2,1
2009-04-25T09:00:00Z,AG062_2009,-2.315508604,-39.80280304,0,0.061283804,0.619442099,-0.384066262,-0.04722861,0.248094622,2,2,1
2009-04-25T09:20:00Z,AG062_2009,-10.85430717,-53.37289047,0,0.161226928,0.188008289,-0.855472981,-0.04722861,1.278793637,3,2,1
2009-04-25T09:40:00Z,AG062_2009,-8.58697319,-53.914955140000004,0,0.128574699,0.302568262,-0.874303584,-0.04722861,0.94205591,4,2,1
2009-04-25T10:00:00Z,AG062_2009,-8.58697319,-53.914955140000004,0,0.128574699,0.302568262,-0.874303584,-0.04722861,0.94205591,5,2,1
2009-04-25T10:20:00Z,AG062_2009,-6.128944397,-50.12175751,0,0.090126768,0.426763337,-0.742532963,-0.04722861,0.545547941,6,2,1
2009-04-25T10:40:00Z,AG062_2009,-6.128944397,-50.12175751,0,0.090126768,0.426763337,-0.742532963,-0.04722861,0.545547941,7,2,1
2009-04-25T11:00:00Z,AG062_2009,-7.220585823,-52.85445404,0,0.114703342,0.371606746,-0.837463192,-0.04722861,0.799002608,8,2,1
2009-04-25T11:20:00Z,AG062_2009,-7.151767254,-52.72424698,0,0.124452911,0.375083893,-0.832939972,-0.04722861,0.899548507,9,2,1
2009-04-25T11:40:00Z,AG062_2009,-8.003401756,-54.52352905,0,0.140673459,0.332053962,-0.895444629,-0.04722861,1.06682867,10,2,1
2009-04-25T12:00:00Z,AG062_2009,-11.61738777,-60.50842667,0,0.208720997,0.149452657,-1.103351981,-0.04722861,1.768593115,11,2,1
2009-04-25T13:00:00Z,AG062_2009,-15.68515968,-66.4123764,0,0.282793581,-0.056076765,-1.308447313,-0.04722861,2.532492991,12,2,1
2009-04-25T14:20:00Z,AG062_2009,-8.988123894,-54.4737587,0,0.13802734,0.282299606,-0.893715673,-0.04722861,1.039539633,13,2,1
2009-04-25T14:40:00Z,AG062_2009,-10.28488159,-56.59193039,0,0.137588561,0.216779251,-0.96729813,-0.04722861,1.035014562,14,2,1
2009-04-25T15:00:00Z,AG062_2009,-8.855330467,-56.23859406,0,0.107336752,0.289009165,-0.955023697,-0.04722861,0.723032026,15,2,1
2009-04-25T15:20:00Z,AG062_2009,-9.627475739,-58.96743011,0,0.126381472,0.249995529,-1.049819819,-0.04722861,0.919437472,16,2,1
2009-04-25T15:40:00Z,AG062_2009,-10.08591652,-58.18605804,0,0.119051546,0.226832217,-1.022675996,-0.04722861,0.843845004,17,2,1
2009-04-25T16:00:00Z,AG062_2009,-9.475870132,-58.19932556,0,0.107259668,0.257655598,-1.023136892,-0.04722861,0.722237073,18,2,1
2009-04-25T16:20:00Z,AG062_2009,-9.200137138,-58.01621246,0,0.098983571,0.271587363,-1.016775788,-0.04722861,0.636886874,19,2,1
